830,312
932,312
1108,312
739,312
830,312
932,312
1108,312
739,312
830,312
932,312
1108,312
1244,312
830,312
932,312
622,312
739,312
830,312
932,312
1108,312
739,312
830,312
932,312
1108,312
739,312
830,312
932,312
1108,312
1244,312
830,312
932,312
622,312
739,312
415,312
466,312
554,312
369,312
415,312
466,312
554,312
369,312
415,312
466,312
554,312
622,312
415,312
466,312
311,312
369,312
415,312
466,312
554,312
369,312
415,312
466,312
554,312
369,312
415,312
466,312
554,312
622,312
415,312
466,312
233,312
277,312
311,625
369,312
415,625
369,312
277,312
246,312
233,312
277,312
369,625
0,625
369,312
349,312
311,625
369,625
349,312
277,625
277,937
0,1250
233,312
277,312
311,625
369,312
415,625
369,312
277,312
246,312
233,312
277,312
349,312
369,312
0,625
369,312
349,312
311,625
369,625
349,312
277,312
277,312
277,312
311,625
0,1250
311,312
349,312
369,937
349,312
311,312
349,312
369,625
0,312
349,312
311,312
349,312
369,312
349,312
277,312
311,312
277,312
184,312
184,312
311,312
277,312
184,312
207,312
233,937
0,1250
311,312
349,312
369,937
349,312
311,312
349,312
369,937
349,312
311,312
349,312
369,312
415,312
466,312
493,625
369,312
369,312
466,312
415,312
369,312
369,2500
466,312
554,156
466,156
415,312
369,312
311,156
369,312
415,781
466,312
554,156
466,156
415,312
369,312
311,156
369,312
369,781
466,312
554,156
466,156
415,312
0,312
466,156
554,312
554,312
622,468
554,156
493,156
466,1562
0,625
466,312
554,156
466,156
415,312
369,312
311,156
369,312
415,781
466,312
554,156
466,156
415,312
369,312
311,156
369,312
369,781
369,156
349,156
311,156
349,156
311,625
415,625
349,312
311,312
349,312
349,625
369,2187
415,312
466,312
554,312
369,312
415,312
466,312
554,312
369,312
415,312
466,312
554,312
369,312
415,312
466,312
554,312
369,312
415,312
466,312
554,312
369,312
415,312
466,312
554,312
369,312
415,312
466,312
554,312
369,312
415,312
466,312
0,312
369,156
415,156
466,312
415,156
369,156
369,312
311,156
349,156
369,312
349,156
311,156
277,312
233,156
277,156
311,312
349,156
369,156
349,156
277,156
277,156
311,156
277,625
233,156
233,156
277,156
277,156
311,312
349,156
369,156
349,312
369,156
415,156
466,312
415,156
369,156
349,312
277,156
277,781
0,1562
369,156
415,156
466,312
415,156
369,156
369,312
311,156
349,156
369,312
349,156
311,156
277,312
277,156
277,156
311,312
349,156
369,156
349,156
277,156
277,156
311,156
277,156
277,468
311,468
277,468
311,468
369,468
415,468
466,468
415,312
369,312
369,937
0,1250
622,625
554,312
493,312
466,625
415,156
466,156
493,468
466,156
415,156
369,312
415,156
466,156
493,312
466,156
415,156
369,312
311,156
349,156
369,312
349,156
311,156
277,468
277,312
311,468
369,468
349,468
277,468
233,625
311,1250
622,625
554,312
493,312
466,625
415,156
466,156
493,937
466,156
415,156
466,1562
0,937
493,312
466,312
415,312
369,312
369,312
369,625
466,625
369,468
466,468
369,312
466,312
369,468
466,468
369,312
466,312
369,156
466,156
369,781
466,781
369,468
466,468
369,312
466,312
369,468
466,468
369,312
466,312
369,156
466,156
369,156
466,156
369,625
466,625
369,468
466,468
369,312
466,312
369,468
466,468
369,312
466,312
369,156
466,156
369,156
466,156
349,625
415,625
349,468
415,468
349,312
415,312
349,468
415,468
466,312
554,156
466,156
415,312
369,312
311,156
369,312
415,781
466,312
554,156
466,156
415,312
369,312
311,156
369,312
369,781
466,312
554,156
466,156
415,312
0,312
466,156
554,312
554,312
622,468
554,156
493,156
466,1562
0,625
466,312
554,156
466,156
415,312
369,312
311,156
369,312
415,781
466,312
554,156
466,156
415,312
369,312
311,156
369,312
369,781
369,156
349,156
311,156
349,156
311,625
415,625
349,312
311,312
349,312
349,625
369,2187
0,312
554,312
466,156
415,156
369,156
415,156
415,312
554,312
466,156
415,156
369,156
415,156
415,312
554,312
466,156
415,156
369,156
415,156
415,312
554,312
466,156
415,156
369,156
415,156
415,312
554,312
466,156
415,156
369,156
415,156
415,312
554,312
466,156
415,156
369,156
415,156
415,312
622,312
554,156
493,156
554,312
554,312
622,312
554,156
493,156
554,312
554,312
554,312
466,156
415,156
369,156
415,156
415,312
554,312
466,156
415,156
369,156
415,156
415,312
554,312
466,156
415,156
369,156
415,156
415,312
554,312
466,156
415,156
369,156
415,156
415,312
554,312
466,156
415,156
369,156
415,156
415,312
369,156
415,156
466,312
493,625
415,2187
830,312
932,312
1108,312
739,312
830,312
932,312
1108,312
739,312
830,312
932,312
1108,312
739,312
830,312
932,312
1108,312
739,312
830,312
932,312
1108,312
739,312
830,312
932,312
1108,312
739,312
830,312
932,312
1108,312
739,312
